title,day_of_week
Pistol: The Birth of a Legend,Sunday
The Christmas Box,Sunday
Where The Red Fern Grows II: The Classic Continues,Wednesday
Animal Farm,Sunday
Hellboy Animated: Iron Shoes,Tuesday
The Black Shield Of Falworth,Thursday
Jonny Quest Vs. The Cyber Insects,Sunday
Scared Stiff,Monday
Cas & Dylan,Tuesday
Gladiators 7,Thursday
Charley and the Angel,Friday
Atom Man vs Superman,Thursday
Superman,Thursday
The Invisible Boy,Tuesday
Tired of Kissing Frogs,Wednesday
Night Of The Twisters,Monday
The 4th Tenor,Tuesday
The Collection,Thursday
One Wild Oat,Wednesday
The Biscuit Eater,Friday
The Deerslayer,Tuesday
Captain America,Saturday
Joni,Friday
"It's A Bird, It's A Plane, It's Superman!",Friday
Anne Of Green Gables: The Continuing Story,Sunday
Return to Mayberry,Sunday
CHiPs '99,Thursday
Au Pair,Sunday
Sting of the Black Scorpion,Wednesday
Black Scorpion,Tuesday
Black Scorpion II: Aftershock,Tuesday
Grace Kelly,Monday
The Audrey Hepburn Story,Monday
The Dukes of Hazzard: Reunion!,Friday
Right on Track,Friday
I Spy Returns,Thursday
The Pretender 2001,Monday
The Facts of Life Reunion,Sunday
The Harlem Globetrotters on Gilligan's Island,Friday
The Pretender: Island of the Haunted,Monday
Rescue From Gilligan's Island,Saturday
Death Train,Wednesday
The Parent Trap II,Saturday
A Season on the Brink,Sunday
"Family Guy Presents: Something, Something, Something, Dark Side",Saturday
Mary and Rhoda,Monday
Michael Jordan: An American Hero,Sunday
"Come On, Get Happy: The Partridge Family Story",Friday
Daydream Believers: The Monkees Story,Wednesday
"Puff, the Magic Dragon",Monday
Planet Outlaws,Thursday
The Shadow Strikes,Friday
Walk the Proud Land,Friday
Sailor Beware,Friday
Island of the Blue Dolphins,Thursday
The Biscuit Eater,Wednesday
Fatal Bond,Monday
Dan Aykroyd - Unplugged On UFO's,Friday
Operation Dalmatian: The Big Adventure,Wednesday
Hellboy Animated: Blood and Iron,Saturday
Divina Confusión,Friday
Nancy Drew... Reporter,Saturday
Charro!,Thursday
Hidden Secrets,Friday
The First Snow of Winter,Friday
The Visit,Thursday
Secret in Their Eyes,Wednesday
Princess Iron Fan,Wednesday
Sinister 2,Wednesday
Coo of The Far Seas,Sunday
"Gwen, the Book of Sand",Wednesday
Nesting,Friday
Redeemer,Thursday
Poor Pierrot,Friday
The Electric Hotel,Saturday
Birth of a Flower,Wednesday
Fantasmagorie,Monday
The Merry Skeleton,Saturday
Serpentine Dance: Loïe Fuller,Thursday
The Melomaniac,Saturday
"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",Saturday
The Dinosaur and the Missing Link: A Prehistoric Tragedy,Friday
A Is for Autism,Thursday
7/G Rainbow Colony,Friday
Jeff Ross Roasts Criminals: Live at Brazos County Jail,Saturday
Let It Shine,Friday
Sinful Davey,Monday
Further Adventures of the Wilderness Family,Wednesday
Spud 2: The Madness Continues,Thursday
How to Sell a Banksy,Friday
The Battle of Gettysburg,Saturday
My Sweet Little Village,Thursday
I Am Chris Farley,Monday
The Secret Ways,Saturday
The Wild and the Innocent,Wednesday
Apache Rifles,Thursday
Drums Across the River,Tuesday
Heart of a Dog,Friday
The Mill on the Po,Wednesday
Get Smart's Bruce and Lloyd Out of Control,Tuesday
"Chronic-Con, Episode 420: A New Dope",Friday
Russell Brand - From Addiction to Recovery,Monday
Russell Brand: End the Drugs War,Wednesday
Battle for Sevastopol,Thursday
Snails in the Rain,Thursday
Under the Bed,Thursday
Another World,Saturday
Almost Mercy,Thursday
I've Been Waiting for You,Sunday
Nancy Drew,Sunday
"Csocsó, avagy éljen május elseje!",Thursday
Dollybirds,Thursday
Made in Hungaria,Thursday
Spirit of the Marathon,Thursday
Painted Skin: The Resurrection,Thursday
Sakura Killers,Thursday
The Rise and Rise of Michael Rimmer,Thursday
84C MoPic,Wednesday
Deadly Chase,Friday
Ghadi,Thursday
West,Friday
Your Honor,Monday
Dog Tags,Friday
Nightmare,Friday
A White Dress for Marialé,Thursday
Dragon Nest: Warriors' Dawn,Tuesday
Harbinger Down,Friday
The Bunker of the Last Gunshots,Thursday
Hollywood Vice Squad,Friday
Curious George 2: Follow That Monkey!,Tuesday
Death Comes to Pemberley,Monday
American Ultra,Wednesday
No Escape,Wednesday
Straight Outta Compton,Thursday
Viva Algeria,Thursday
Ruined Heart: Another Love Story Between A Criminal & A Whore,Friday
Dungeons & Dragons: The Book of Vile Darkness,Wednesday
Twelve in a Box,Thursday
Cop Car,Friday
The Keeper: The Legend of Omar Khayyam,Friday
Company Limited,Friday
Lassiter,Friday
The Lost Room,Saturday
Eighteen,Saturday
Get Your Stuff,Saturday
The Man I Love,Friday
10 Attitudes,Monday
16 Wishes,Friday
29th and Gay,Saturday
Almost Normal,Thursday
The Men Next Door,Tuesday
Long-Term Relationship,Sunday
3-Day Weekend,Tuesday
The Big Gay Musical,Monday
The Biggest Fan,Tuesday
Boy Crazy,Monday
Carl Panzram: The Spirit of Hatred and Vengeance,Monday
Conversations with Mother,Thursday
Puella Magi Madoka Magica the Movie Part I: Beginnings,Friday
Pardon My Past,Monday
A LEGO Brickumentary,Friday
Houston,Tuesday
Pasolini,Thursday
Happiness Runs,Friday
"Helga, She Wolf of Spilberg",Thursday
How to Follow Strangers,Monday
Smart Ass,Wednesday
Taurus,Monday
Bermuda Tentacles,Friday
Sir Henry at Rawlinson End,Friday
Midori,Saturday
Always - Sunset on Third Street,Friday
Truck Turner,Friday
Kano,Thursday
Beyond Beauty: Taiwan from Above,Friday
Attack on Titan,Wednesday
Sailor Moon S the Movie: Hearts in Ice,Sunday
Sailor Moon R: The Movie,Sunday
Sailor Moon Super S: The Movie,Saturday
Marco Polo,Friday
Tangerine,Friday
Merlin and the War of the Dragons,Tuesday
Air,Friday
Just Peck,Thursday
Götz von Berlichingen,Thursday
009-1: The End of the Beginning,Saturday
The Legend of Secret Pass,Sunday
Witchville,Saturday
Dead Before Dawn 3D,Wednesday
Savaged,Wednesday
Modern Life,Monday
13 Minutes,Thursday
I Kissed a Girl,Wednesday
Dead Europe,Thursday
Every Secret Thing,Sunday
964 Pinocchio,Saturday
"Dagmar's Hot Pants, Inc.",Friday
Inner Demons,Friday
Women Who Flirt,Friday
Hacker,Tuesday
Khottabych,Thursday
Butterfly,Saturday
Do You See Me?,Thursday
Match,Friday
Clandestinos,Monday
The Past Is a Grotesque Animal,Sunday
Swallows and Amazons,Friday
Boys in Brazil,Thursday
4 Moons,Friday
Fashion Victims,Wednesday
I Am Happiness on Earth,Sunday
The Road To Love,Monday
Summer Nights,Friday
Holiday,Thursday
Love in First Class,Tuesday
Ernesto,Thursday
Malicious,Thursday
Mother's Heart,Wednesday
Come Play with Me,Monday
Treasure Guards,Friday
Joy,Thursday
Shut Up Little Man! An Audio Misadventure,Friday
Tracks,Friday
Blindside,Tuesday
Vettaiyaadu Vilaiyaadu,Friday
Azazel,Sunday
The Turkish Gambit,Tuesday
Iron & Blood: The Legend of Taras Bulba,Thursday
The PyraMMMid,Thursday
Google Me,Friday
Daisy Town,Monday
Next Goal Wins,Friday
Bad Faith,Wednesday
Amnesiac,Friday
I Am the Law,Friday
The Climber,Tuesday
Star Spangled Girl,Wednesday
Supersonic Man,Thursday
Final Accord,Friday
Pillars of Society,Saturday
The Girl from the Marsh Croft,Tuesday
La Habanera,Saturday
Deck the Halls,Tuesday
One. Two. One,Saturday
Cure: The Life of Another,Saturday
Library Wars,Friday
Ditto,Saturday
Victor Frankenstein,Tuesday
Rembetiko,Saturday
Sholem Aleichem: Laughing In The Darkness,Friday
Broadway Musicals: A Jewish Legacy,Tuesday
The Fall of the Essex Boys,Tuesday
Every Little Thing,Wednesday
Three Miles North of Molkom,Friday
Animalympics,Friday
The Sensuous Nurse,Friday
4 Minute Mile,Thursday
Get a Clue,Tuesday
Questi fantasmi,Monday
Sogno di una notte di mezza sbornia,Wednesday
Industrial Soundtrack for the Urban Decay,Friday
The Last House on the Beach,Thursday
Theeb‎‎,Thursday
California City,Friday
Journey to Space,Friday
The Widow Couderc,Wednesday
Manjhi The Mountain Man,Friday
Masaan,Tuesday
Homies,Thursday
Uomo e galantuomo,Friday
The Divine Weapon,Thursday
The Fascist,Saturday
Crazy Desire,Tuesday
The Black Sheep,Saturday
I Married You For Fun,Wednesday
How I Learned to Love Women,Wednesday
El Greco,Monday
Carmen & Geoffrey,Friday
Being Evel,Friday
Sujata,Friday
Devdas,Saturday
The Courageous Heart of Irena Sendler,Sunday
Losers Take All,Friday
The One That Got Away,Friday
Salem Falls,Saturday
Sharpe's Challenge,Sunday
Ferat Vampire,Saturday
Go Away Mr. Tumor,Friday
Brothers,Friday
FAQs,Saturday
The Iceman and the Psychiatrist,Tuesday
Dave Attell: Road Work,Sunday
Guardians,Tuesday
Green Snake,Saturday
Nuts in May,Tuesday
The Short & Curlies,Thursday
The Terror Live,Wednesday
The Angrez,Friday
Alibi Ike,Saturday
Ab Tak Chhappan,Friday
Taxi No. 9 2 11: Nau Do Gyarah,Friday
Arthur 3: The War of the Two Worlds,Sunday
Beau Geste,Tuesday
Bloodwork,Thursday
Body Slam,Thursday
Captive,Wednesday
Cheyenne,Friday
Close to My Heart,Monday
"Get Smart, Again!",Sunday
OPA!,Sunday
Thumb Tripping,Sunday
The Harrad Experiment,Friday
Corleone,Monday
The Last House on Dead End Street,Monday
Death of a Doctor,Tuesday
Cry of the Wounded,Tuesday
The Wistful Widow of Wagon Gap,Tuesday
The Greatest Ears in Town: The Arif Mardin Story,Tuesday
Petunia,Friday
Pregnancy Pact,Saturday
Dark Corners,Wednesday
Animals,Wednesday
Demetri Martin: Live (At The Time),Friday
Flashback,Thursday
Flashback,Wednesday
Flight Angels,Saturday
Government Girl,Friday
Having Wonderful Time,Friday
A Hill in Korea,Tuesday
Hendrix,Sunday
Her Cardboard Lover,Monday
Hero's Island,Sunday
Holy Matrimony,Tuesday
Hard Time: Hostage Hotel,Sunday
In the Arms of a Killer,Sunday
It's Tough to Be Famous,Saturday
Moving Target,Tuesday
Out on a Limb,Sunday
Peter Pan,Tuesday
Peter Pan,Monday
"Rock, Paper, Scissors",Friday
Round Trip to Heaven,Wednesday
Society Lawyer,Tuesday
Street Kings 2: Motor City,Friday
Tapped Out,Tuesday
The 25th Hour,Wednesday
The Cabining,Saturday
The Marseille Contract,Wednesday
Jo,Tuesday
The Great Garrick,Saturday
The Naked and the Dead,Wednesday
The Narrow Corner,Friday
The Premonition,Wednesday
Tio Papi,Friday
Breaking at the Edge,Tuesday
Who's Minding The Mint?,Tuesday
Spiderwebhouse,Sunday
Cyber Wars,Thursday
Spoiler,Tuesday
Meatball Machine,Saturday
Chop,Saturday
Deathline,Monday
Cyber City Oedo 808,Monday
"Hard Revenge, Milly: Bloody Battle",Saturday
"Hard Revenge, Milly",Saturday
The Battle of Chernobyl,Friday
Sugarhouse,Friday
Water Damage,Friday
True Skin,Wednesday
One Man Force,Thursday
Terminal Justice,Monday
Humanity's End,Thursday
The Madness of Youth,Saturday
My Twentieth Century,Sunday
Time Stands Still,Thursday
Kill Your Friends,Friday
Nina Forever,Saturday
Equals,Wednesday
Invincible Shaolin,Sunday
Star Trek: Renegades,Saturday
Scouts Guide to the Zombie Apocalypse,Friday
Racquet,Sunday
We Come as Friends,Saturday
Portrait of Jason,Friday
Muhammad: The Messenger of God,Monday
Sexy Evil Genius,Tuesday
Paranormal Activity: Tokyo Night,Saturday
Suffragette,Friday
Eskimo,Tuesday
Joker Game,Saturday
Guidance,Thursday
The 7th Day,Friday
Sweet Bean,Saturday
My Friend Victoria,Wednesday
Dégradé,Sunday
War,Sunday
Flowers,Friday
Los tontos y los estúpidos,Friday
Stand,Friday
The Marquis,Wednesday
Hate Crime,Thursday
Thief,Monday
Clannad: The Motion Picture,Saturday
Interviews with My Lai Veterans,Thursday
Vanishing of the Bees,Friday
Rising from Ashes,Friday
Extinction: The G.M.O. Chronicles,Saturday
The New Black,Wednesday
Oscenità,Thursday
Keep On Keepin’ On,Friday
"Andrew Jenks, Room 335",Tuesday
The 50 Year Argument,Sunday
Peppermint Frappe,Monday
From a Place of Darkness,Tuesday
In the Dust of the Stars,Thursday
Lost Rivers,Friday
The High Sun,Tuesday
Blades of Blood,Wednesday
Memory Vague,Monday
Young Girls in Black,Tuesday
The Hunchback of Notre Dame II,Tuesday
HK: Forbidden Super Hero,Saturday
Lollipop Monster,Monday
Starve,Friday
Moscow-Cassiopeia,Sunday
Mythica: The Darkspore,Wednesday
Assassins Tale,Tuesday
Fort Tilden,Saturday
Some Voices,Friday
Slimtime,Friday
Moss,Wednesday
Wanderlust,Wednesday
The Price of Sex,Saturday
Lúdas Matyi,Wednesday
As One,Thursday
Retrieval,Friday
Gun-shy,Wednesday
Veteran,Wednesday
Assassination,Wednesday
Race to Nowhere,Thursday
Turbo Kid,Friday
Oh How It Hurts 66,Monday
Wasted on the Young,Sunday
Dadnapped,Thursday
Disappearing Acts,Saturday
¿Quién mató a Bambi?,Friday
Bergman Island,Thursday
Billy Wilder Speaks,Thursday
Body and Soul,Monday
Evergreen,Sunday
One Love,Wednesday
Let There Be Light,Monday
Paulina,Thursday
Report from the Aleutians,Friday
The Princess of Nebraska,Friday
The Absent,Monday
Mademoiselle Fifi,Saturday
Miracle on Ice,Sunday
One on One,Thursday
Rocky Marciano,Saturday
So This Is College,Friday
The Gay Deception,Friday
The Glory Stompers,Sunday
The Last Keepers,Friday
The Naked Truth,Tuesday
Bridgend,Thursday
Zurich,Thursday
You and the Night,Monday
Papanasam,Friday
Napoletani a Milano,Saturday
The Bad Education Movie,Friday
Santa Baby,Sunday
The Unauthorized Saved by the Bell Story,Monday
We Are Your Friends,Wednesday
Soul Boys of the Western World,Tuesday
2033,Friday
Wild Combination: A Portrait of Arthur Russell,Friday
For the Love of Money,Friday
SoulBoy,Friday
Hawks,Friday
Marine Battleground,Thursday
Ga-ga: Glory to the Heroes,Friday
War Room,Friday
Shield of Straw,Thursday
Return to Ithaca,Thursday
Summertime,Wednesday
Joseph: King of Dreams,Tuesday
Screen Directors Playhouse:  Meet the Governor,Wednesday
Tom and Jerry,Wednesday
The Seine Meets Paris,Wednesday
Hurricane of Fun: The Making of Wet Hot,Friday
Legend,Wednesday
Anesthesia,Friday
The Outcasts,Friday
Elephant Song,Thursday
Side Street Story,Tuesday
Drishyam,Friday
Phantom,Friday
Assassin,Thursday
Animals,Thursday
Addicted to Fresno,Tuesday
Queen of Earth,Wednesday
Blind Man,Tuesday
Deathgasm,Friday
I Am Evel Knievel,Wednesday
All the Boys Are Called Patrick,Saturday
Therapy for a Vampire,Friday
Silent Heart,Thursday
Mr. & Mrs. Incredible,Thursday
Daughter of the Lake,Thursday
Dresden,Sunday
Grantham and Rose,Sunday
Days of Hope,Thursday
Shoot First And Pray You Live,Thursday
The Italian,Friday
Nice Guy,Friday
Childless,Friday
The Danish Girl,Friday
The Man Whose Mind Exploded,Friday
Underdog,Friday
Stag Night of the Dead,Sunday
Area 51,Friday
Forbidden Area,Thursday
The Comedian,Thursday
Prototype,Wednesday
Latin Lover,Thursday
Deaf Smith & Johnny Ears,Thursday
L♡DK,Saturday
Street Fighter Alpha - The Movie,Wednesday
Cooties,Friday
The Kung Fu Instructor,Saturday
Forgotten Tune for the Flute,Friday
Station for Two,Sunday
A Summer to Remember,Friday
Autumn Marathon,Wednesday
The Most Charming and Attractive,Thursday
The Captivating Star of Happiness,Tuesday
12 Chairs,Friday
Ordinary Miracle,Sunday
Old Men: Robbers,Friday
Carnival Night,Saturday
Old Hags,Friday
The Garage,Wednesday
A Key to the Bedroom,Friday
Unbelievable Adventures of Italians in Russia,Tuesday
Girl without an Address,Tuesday
For the Matches,Friday
It Can't Be!,Thursday
Incognito from St.Petersburg,Saturday
Sportloto-82,Sunday
Running the Sahara,Monday
12 Chairs,Monday
Steve Jobs: The Man in the Machine,Friday
Inkubus,Friday
Wasting Away,Tuesday
Among Friends,Sunday
Ejecta,Wednesday
"OMG, I'm a Robot!",Thursday
Broken Horses,Sunday
WTF,Wednesday
Burnout,Sunday
Green Room,Friday
Last Embrace,Friday
"One-Two, Soldiers Were Going...",Sunday
The Overcoat,Monday
The Adventures of Buratino,Saturday
Freeway: Crack in the System,Friday
A Bunny's Tale,Monday
A Diva's Christmas Carol,Wednesday
The Dress,Thursday
Man Follows Birds,Wednesday
Beasts of No Nation,Friday
Earth's Golden Playground,Friday
The Magic of Heineken,Friday
Psychopathia Sexualis,Thursday
Limited Partnership,Saturday
Hell and Mr Fudge,Saturday
Gabriel,Thursday
The Reader,Wednesday
Pernicious,Monday
Red Knot,Saturday
Dirty Weekend,Friday
The Activist,Friday
The Rise of the Krays,Saturday
Dude Bro Party Massacre III,Saturday
Underdog Kids,Sunday
Glass Chin,Saturday
The Lady in the Van,Friday
He Named Me Malala,Saturday
Bloodsucking Bastards,Friday
KillerSaurus,Sunday
Blood Moon,Monday
Hamtaro: The Captive Princess,Saturday
Hot Wheels Acceleracers: Ignition,Saturday
Pokémon the Movie: Kyurem vs. the Sword of Justice,Friday
Pokémon: Zoroark: Master of Illusions,Saturday
...ing,Friday
Meru,Sunday
Lost in the Stars,Monday
6 Years,Tuesday
To Save A Life,Thursday
Pod,Monday
Contracted: Phase II,Sunday
A Little Thing Called Love,Thursday
Lost After Dark,Friday
For Elise,Friday
White Settlers,Friday
Xenia,Monday
Pokémon the Movie: Diancie and the Cocoon of Destruction,Saturday
Pokémon the Movie: Hoopa and the Clash of Ages,Saturday
Felicidades,Thursday
Snowglobe,Saturday
Varsity Blood,Tuesday
Doomed,Saturday
Mrs. Miracle,Saturday
A Little Bit Zombie,Friday
Santa Baby 2,Sunday
The Coed and the Zombie Stoner,Friday
The Midwife,Friday
Lasting,Tuesday
Saving Christmas,Friday
The Possessed,Thursday
Pride and Vengeance,Friday
"Young, Violent, Dangerous",Thursday
City Under Siege,Wednesday
The Double,Friday
"10,000 Dollars for a Massacre",Friday
Oscar,Tuesday
Johnny Yuma,Thursday
La sedia della felicità,Sunday
Zid,Friday
The Transporter Refueled,Thursday
Stan,Tuesday
Redemption,Friday
Artists Under the Big Top: Perplexed,Thursday
The Inextinguishable Fire,Saturday
Adrienn Pál,Thursday
The Fossil,Saturday
The Left Hand of the Law,Wednesday
Too Much Johnson,Wednesday
The Key to Reserva (La clave Reserva),Friday
Picasso and Braque Go to the Movies,Sunday
Iron Man & Hulk: Heroes United,Tuesday
The Lorax,Monday
The Grinch Grinches the Cat in the Hat,Thursday
The Infernal Cakewalk,Friday
La Vérité si je Mens ! 3,Tuesday
Would I Lie to You? 2,Wednesday
Tiger Orange,Saturday
Jenny's Wedding,Friday
Bound to Vengeance,Friday
Knock Knock,Friday
Perfect Proposal,Thursday
The Surface,Thursday
The Conquest of Everest,Wednesday
The Nightmare,Friday
Welcome to Leith,Wednesday
Fallen,Sunday
The Crossing,Tuesday
In the Darkness of the Night,Thursday
Blood Thirst,Friday
Alice in Wonderland,Friday
Krampus: The Christmas Devil,Saturday
Unabomber: The True Story,Wednesday
Parasite Dolls,Thursday
"Rabbit, Run",Thursday
Age of Cannibals,Monday
"Aballay, the Man without Fear",Friday
